price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_living15,sqft_lot15,age
605000,3,1.75,1850,8823,1,0,0,1,1,1370,1880,7580,48
1010000,4,3.5,3350,3752,2,0,0,0,1,2550,1050,4960,14
245990,3,1,1040,8410,1,0,0,0,0,1040,1350,8410,7
535000,4,2.25,2810,12607,2,0,0,0,1,2810,2810,17400,36
410000,1,1.5,1010,5750,1,0,0,0,0,1010,1230,5750,73
550000,3,2.5,2250,7752,2,0,0,1,1,2250,2080,7033,33
665000,3,1.75,1800,8000,1,0,0,0,1,1800,1950,8500,49
455000,3,1,2400,17239,1,0,0,1,0,1890,2390,7350,81
440000,4,1,1780,4000,1.5,0,0,0,0,1780,1750,4000,99
332000,3,2.25,2120,14915,1,0,0,0,1,1720,2320,13100,42
280000,3,2.5,1860,6607,2,0,0,0,0,1860,1760,6766,32
570000,3,3.5,1460,1021,2,0,0,0,1,1150,1460,1245,15
250000,3,1,1230,10350,1,0,0,1,0,1230,1510,10427,64
238000,2,1,1088,8453,1,0,0,0,1,1088,1088,8016,12
265000,3,1,800,5760,1,0,0,0,1,700,1060,6628,72
306000,3,1,1190,10350,1,0,0,1,0,1190,1850,10500,62
345000,5,2.75,1940,4182,1,0,0,0,0,1240,1950,4182,19
765000,4,2.5,3300,10764,1,0,0,1,1,1720,2290,10975,50
346300,4,2.5,2590,11018,2,0,0,0,1,2590,2400,8042,23
342500,3,2,2080,11375,1,0,0,0,1,2080,1080,12899,19
501000,4,2.25,2680,5439,2,0,0,0,0,2680,2460,4473,21
270000,3,2.5,1670,8364,1,0,0,1,0,1300,1490,8143,31
638000,3,1,1830,4400,1.5,0,0,1,1,1720,1650,4400,91
460000,3,1.75,1400,2003,1,0,0,1,1,700,1370,1281,15
760000,4,1.75,2770,8521,1,0,0,1,0,1470,1910,9380,68
1090000,3,2.5,3630,11019,1,0,0,1,1,2150,3150,13555,49
234000,3,1,1040,8128,1,0,0,0,1,1040,1520,7500,38
1650000,3,2.75,2690,8890,2,1,1,1,1,2690,2940,8890,30
488000,5,2,2020,5000,1.5,0,0,1,0,2020,1510,6600,83
1550000,5,2.5,2450,20805,2,0,0,1,1,2450,3020,20324,58
499000,4,3,2030,12675,2,0,0,0,0,2030,1990,7705,39
150000,3,1,1450,6776,1,0,0,0,0,1450,1680,7200,69
333000,4,2.5,2400,7270,2,0,0,0,1,2400,2150,6584,28
700000,4,2.75,2870,8625,1,0,1,1,1,1860,2430,8479,62
275000,4,1,1340,22500,1.5,0,0,0,0,1340,1620,10800,95
330000,3,2.5,1680,11312,1,0,0,0,0,1080,1390,10700,62
360000,4,2,1850,8827,1,0,0,0,0,1850,1310,6901,52
467000,3,1,1220,8040,1.5,0,0,0,0,1220,1360,8040,56
568000,3,2.5,2320,57063,1,0,0,1,1,1790,3290,7314,42
605000,5,2.25,3220,9603,2,0,0,0,1,3220,2260,10093,49
750000,4,2.75,3190,9023,2,0,0,0,1,3190,3159,5615,16
760000,3,2.75,3530,69834,2,0,0,0,1,3530,3560,74256,27
265000,3,1.75,2050,10519,1,0,0,0,0,1240,1770,9605,42
490000,3,1.75,1720,12540,1,0,0,1,0,1720,1440,11850,65
360000,4,2.5,2850,4650,2,0,0,0,1,2850,2850,4650,17
311750,4,2.25,2270,12000,1,0,0,1,0,1290,2030,23980,45
399000,3,2.25,1880,12473,1,0,0,0,1,1420,2300,10469,63
347000,4,2.5,2770,9751,2,0,0,0,1,2770,2370,6950,32
1680000,4,3.75,4490,34982,2,0,0,0,1,4490,4470,37525,23
585000,4,2.5,3110,6479,2,0,0,0,1,3110,3110,7075,16
340000,4,2.5,2360,7475,2,0,0,0,1,2360,2280,7570,29
612000,3,2.5,2180,5496,2,0,0,0,1,2180,2120,5496,27
230000,2,1.75,1910,3376,2,0,0,0,1,1910,1470,3623,41
604000,4,2.5,2260,7753,2,0,0,0,1,2260,2690,8924,32
250000,3,1.75,1770,8868,1,0,0,1,0,1770,1630,9706,62
258500,3,2,1460,7930,1,0,0,0,0,1460,1630,7930,32
783000,4,2.75,2080,5000,1,0,0,1,1,1470,1970,5000,81
1050000,5,2.25,2960,7680,1,0,1,1,1,1550,2860,7680,63
760000,4,2.5,3220,4031,2,0,0,0,1,3220,3150,5083,19
276000,3,1,1140,5000,1,0,0,0,0,1140,1140,5000,61
550000,4,2,1660,12377,1,0,0,0,1,1660,1820,8968,55
398000,4,1,1430,6240,1.5,0,0,1,0,1430,1410,6240,68
775000,3,3,1820,4300,1.5,0,0,1,1,1620,1440,4300,38
1030000,4,3,3540,10202,2,0,0,0,1,2720,2780,10714,33
327000,4,1,1620,6000,1.5,0,0,1,0,1620,1310,6000,116
564500,4,2.75,3100,14568,2,0,0,0,1,3100,2860,14396,26
782000,4,1.75,1500,6820,1.5,0,0,1,0,1500,1360,4125,116
398000,4,2.5,2820,5510,2,0,0,0,1,2820,2820,5510,16
257000,3,1.75,1850,10920,1.5,0,0,0,1,1850,1510,7871,106
235000,4,2,1570,9415,2,0,0,1,0,1570,1550,8978,37
453000,4,2.75,2300,37533,1,0,1,1,1,1550,2130,10092,42
535000,2,1,920,9000,1,0,0,0,1,920,1760,8400,67
275000,3,2.5,1600,7000,2,0,0,1,1,1600,1700,7000,28
665000,3,2.5,2630,10047,2,0,0,0,1,2630,2640,10620,25
670000,4,2.75,3020,13530,1,0,0,1,1,1540,2230,11896,44
465000,3,1.75,1490,10757,1,0,0,0,0,1060,1490,10609,55
210000,3,1.5,1160,5200,1,0,0,1,0,1160,1170,5200,51
265000,4,2.5,2040,4443,2,0,0,0,1,2040,2040,4637,20
426000,2,2.5,1550,2657,2,0,0,1,1,1550,1570,2442,34
529219,4,2.25,1990,7610,1,0,0,1,1,1290,1820,8198,55
600000,3,2.25,1900,46609,1.5,0,0,1,0,1440,2460,43560,52
875000,5,3.5,3840,8279,2,0,0,0,1,3840,3570,8279,20
608000,4,3,2400,7680,1,0,0,0,0,1200,2670,6342,65
220000,3,1,1660,21514,1,0,0,1,0,1660,1660,21600,48
1760000,4,5,6055,21630,1,0,1,1,1,3555,4890,19223,25
295450,3,2,2030,17120,1,0,1,1,1,1890,1870,13662,55
315000,2,1,840,5087,1,0,0,0,0,840,1590,5087,96
205000,4,2,1450,8175,1,0,0,1,0,1450,1570,9024,54
310000,3,1.5,1460,9908,1,0,0,0,0,1460,1420,9582,69
1000000,5,1,2010,5210,1.5,0,0,0,1,1890,2330,5000,94
525000,4,2.5,2910,7631,2,0,1,0,1,2910,3190,5552,15
284000,4,1.75,1880,8800,1,0,0,0,0,1130,1340,8733,61
510000,3,1.75,2170,26460,1,0,0,0,1,1450,2090,29075,35
405000,2,1,1260,4377,1,0,0,1,0,1260,1420,6376,74
509950,3,2.5,1970,9153,2,0,0,0,1,1970,1800,9800,14
600000,4,2.25,2090,45738,2,0,0,0,1,2090,3420,45738,34
990000,4,3.75,3450,4940,2,0,0,0,1,2570,1880,5387,15
280005,3,1.5,1130,7200,1,0,0,0,0,1130,1130,7200,67
700000,3,1.75,2600,7668,1,0,0,1,1,1300,1980,13664,53
330000,3,1,1030,7620,1,0,0,0,0,1030,1030,7560,68
340000,2,1,1700,6718,1,0,1,0,0,1230,2040,7500,65
468000,2,2.5,1480,2167,2,0,0,0,1,1390,2130,2556,14
1340000,4,2.5,4250,19387,2,0,1,1,1,3260,3690,17024,49
515000,3,1.75,1600,20873,1,0,0,0,1,1600,2640,18364,66
245000,4,2,1870,8750,1,0,1,0,0,1870,1770,8207,44
265000,3,2.5,1440,7741,1,0,0,1,0,1000,1680,7316,38
372400,3,2.5,2720,11937,2,0,0,0,1,2720,2590,9683,31
390000,3,1.5,1240,8410,1,0,0,1,1,1240,1630,8410,73
208000,3,1,1020,6120,1,0,0,1,0,1020,1370,8000,54
273000,2,0.5,1180,7750,1,0,0,1,1,590,1380,8976,76
455000,5,3.5,3080,7759,2,0,0,0,1,2310,2980,8223,18
270000,4,2.5,1750,6397,2,0,0,0,0,1750,1940,6502,33
618000,4,2.25,2530,8736,1,0,0,1,0,1210,1720,8500,63
213550,3,2.5,1580,8541,2,0,0,0,0,1580,1640,7542,31
210000,5,1.75,2340,9148,2,0,0,0,0,2340,1390,10019,64
2750000,5,4,6300,16065,2,0,1,0,1,4360,3260,17287,17
403500,4,2.75,2400,3844,1,0,0,1,0,1200,1100,3844,47
235000,3,1.5,1300,7600,1,0,0,1,0,1300,1570,7600,58
287500,3,2,1760,7147,1,0,0,1,1,880,1720,7147,85
546800,4,1.5,1520,5910,1,0,0,0,0,1020,1710,5910,75
183000,3,1.75,1070,8100,1,0,0,1,1,1070,1260,8100,64
560000,3,2,2560,216777,1,0,0,0,1,2560,2360,108463,35
299500,3,1,1280,6726,1,0,0,0,1,1280,1630,5000,63
610000,4,2.25,1660,7350,1,0,0,0,1,1660,1790,7455,7
288350,3,1.5,1860,7963,1,0,0,0,0,1200,1800,10400,58
500000,2,1,950,4500,1,0,1,0,0,850,1670,4000,95
625000,4,2.75,2140,4000,1,0,0,0,0,1190,2140,4770,70
418000,2,1.5,1480,1349,2,0,0,0,0,1240,1550,1349,14
660000,3,3,2260,1825,2,0,0,0,1,1660,2260,1834,19
775000,4,2.5,2300,6158,2,0,0,0,1,2300,2170,6434,22
429500,3,2.75,1650,7272,1,0,0,1,0,1230,1770,7272,49
569000,3,2,1990,3000,1.5,0,0,0,0,1230,1600,4080,51
250000,4,2,1960,7560,1,0,0,1,0,1160,1950,7560,43
225000,3,1.5,1310,10491,1,0,0,1,0,1310,1430,9664,52
530000,4,2.75,2450,15002,1,0,0,1,1,2450,2650,15055,47
306000,3,1,910,8658,1,0,0,0,0,910,1170,10200,66
517100,3,1.75,1580,9719,1,0,0,1,0,1580,1760,8539,59
354950,3,1.75,1780,9689,1,0,0,0,0,1130,1660,9786,45
348000,3,1.5,1040,1824,1,0,0,0,1,1040,1010,5100,96
522250,4,2.5,2340,41600,1,0,0,0,1,1640,2340,34960,44
275000,3,2.5,1720,8755,1,0,0,0,1,1000,1720,8690,38
390000,3,1.5,1600,10440,1,0,0,0,0,1600,1600,8816,67
260000,3,1.5,1320,9750,1,0,0,0,0,1320,1530,9750,67
585000,5,2.75,2350,4178,1.5,0,0,0,1,1520,1920,4178,6
605000,5,2.75,2740,5616,1.5,0,0,1,0,1670,1600,4592,96
342000,4,2.5,2300,6448,2,0,0,0,1,2300,1860,5872,20
900000,5,3,4350,37169,2,0,0,0,1,2950,3280,41631,49
252000,3,1.75,1430,7700,1,0,0,1,0,980,1430,8625,40
357000,3,1.75,2400,14012,1,0,0,0,1,2400,2800,13988,50
370000,3,1,940,7910,1,0,0,1,1,940,1000,7700,62
322500,3,1,1020,13504,1,0,0,1,0,1020,1110,11158,62
210000,2,2,1680,5756,2,0,0,1,0,1680,1340,5447,111
290000,2,1,1340,9840,1,0,0,0,0,1340,1610,8949,72
860000,4,3.25,3960,7012,2,0,0,0,1,3960,3680,8522,16
302000,6,2,2650,4621,1.5,0,0,0,1,2650,1640,4879,110
369160,4,2.25,2120,9680,2,0,1,1,1,2120,2360,9647,56
1190000,4,2.75,2850,3000,2.5,0,0,0,1,2530,2083,4500,18
993000,4,2,2850,14810,2,0,0,1,1,2490,2430,10454,67
380000,6,2,1870,6969,1,0,0,1,0,1870,1500,6969,53
635000,4,2,2660,8160,1,0,0,1,0,1380,1660,8160,72
260000,3,1,1190,11120,1,0,0,0,1,1190,1230,12720,74
243000,2,1,1770,5522,1.5,0,0,1,0,960,1830,7378,78
1400000,4,2.5,2770,8879,2,0,0,0,1,2770,2770,8882,20
665000,4,2.5,2080,8100,1,0,1,1,1,1220,2090,8100,69
898000,5,2.25,2700,9000,2,0,0,1,1,2700,2630,9000,34
583000,4,2.75,2200,9453,1,0,0,1,1,1100,1390,5355,66
429000,4,1.75,2160,7700,2,0,0,0,1,2160,2080,7700,44
471000,3,2.5,2010,4059,2,0,0,0,1,2010,2010,5779,23
1810000,3,3.5,3780,8295,2,0,0,0,1,2430,3780,9127,70
739500,3,3.25,4460,51177,2,0,0,0,1,4460,2670,38925,16
450000,3,1.5,1770,17208,1,0,0,0,1,1160,2450,17118,62
552500,3,1,1430,5000,1,0,0,0,0,1430,1210,5000,72
437000,4,1.75,1700,10642,1,0,0,1,0,850,1610,11200,67
270000,4,2,1830,5220,1.5,0,0,0,0,1830,1760,5757,70
226740,3,1.5,1410,8800,1,0,0,1,0,1410,2180,10108,56
446500,4,2.5,3060,7920,1,0,0,0,1,1810,2690,7767,47
283000,3,2,1820,15068,2,0,1,0,0,1520,1490,9589,7
445000,4,1.75,2430,13211,1.5,0,0,1,0,2430,1330,10500,43
250000,2,1,740,6840,1,0,0,1,1,740,740,6840,79
307000,3,1,770,6552,1,0,0,0,1,670,920,7200,79
315000,4,2.75,2200,8580,1,0,0,0,1,1860,2290,7816,30
555000,3,3,2920,23085,1.5,0,1,0,0,1540,2270,18180,113
264900,4,2.5,2040,7000,1,0,0,0,0,1250,1900,7378,42
510000,3,2,1600,4510,1,0,0,0,0,990,1580,4561,43
328000,4,2.5,1990,3980,2,0,0,0,0,1990,1990,4373,19
358000,4,2.5,1830,7308,2,0,0,0,0,1830,1830,5692,19
325000,3,2.5,2540,4260,2,0,0,0,0,2540,2190,4260,16
1370000,2,3.25,2700,3444,3,1,1,0,1,2700,2710,3444,31
230000,4,2,1440,10800,1,0,0,1,0,1440,1190,7380,54
545000,3,2,1550,4000,1,0,0,0,0,940,1880,4000,66
705380,3,2.5,2490,4343,2,0,0,0,1,2490,2130,4106,18
459000,5,2.5,2650,12987,1,0,0,1,0,1350,2160,12726,42
815000,4,2.25,2000,3800,2,0,0,0,1,2000,1610,3800,20
495000,6,5,3440,4500,2,0,0,0,1,3280,1400,5500,14
520000,3,2.5,2280,58712,2.5,0,1,0,1,2280,2240,24332,34
430000,2,1.5,1320,1194,3,0,0,0,0,1320,1320,1250,20
255000,4,2.5,2070,7800,2,0,0,0,1,2070,1950,7815,32
588000,3,2,1860,4777,2,0,0,1,0,1860,1580,3822,113
350000,3,1,940,7811,1,0,0,0,1,940,1180,7490,62
625000,4,2.75,2290,21486,1,0,1,1,0,2290,2540,15936,58
172500,2,2,1510,20685,1,0,0,0,1,1250,1490,29527,63
554000,3,2,1830,3500,1.5,0,0,1,0,1290,1530,4000,112
775000,4,2.5,3090,7112,2,0,0,0,1,3090,3050,6000,20
1190000,4,3.5,4340,217800,2,0,0,0,1,4340,3430,219106,18
618000,3,2.75,3200,12682,2,0,1,0,1,3200,2880,10432,44
305000,4,1,1560,8450,1.5,0,0,1,1,1560,1380,8100,67
232000,3,2,1280,13356,1,0,0,0,0,1280,1590,8071,27
262000,4,2.5,2020,6236,2,0,0,0,0,2020,1940,5076,19
234000,3,1,1040,8122,1,0,0,1,0,1040,1470,8676,50
500000,4,2.75,2260,7209,1,0,1,0,0,1330,1790,10860,19
278000,3,1,860,7632,1,0,0,0,1,860,890,7632,101
230000,5,1,1920,19040,1,0,0,0,0,1160,1920,11520,60
500000,4,1.75,2290,9215,1,0,0,1,1,1270,2290,10200,52
366500,4,2.75,2070,9300,1,0,0,1,0,1120,1010,8308,76
665000,6,3,4250,4400,2.5,0,0,1,0,3020,1520,4950,119
1100000,3,1.5,2220,4830,2,0,1,0,1,1790,1670,4830,11
575000,2,1.75,1840,4076,1,0,0,0,1,1140,1540,4076,64
674750,4,2.5,2590,9753,2,0,0,0,1,2590,2800,9917,28
719000,5,2,3110,6131,1,0,0,1,0,1560,1720,6600,81
482000,3,1.75,2600,105587,1,0,0,1,0,1300,1941,208438,41
254000,2,1,1060,8187,1,0,0,1,1,1060,1260,8188,69
443725,3,1.75,1250,3880,1,0,0,1,0,750,1240,3880,77
575000,4,2.5,2520,35636,2,0,0,0,1,2520,2230,35673,41
469000,3,2.25,2070,9957,1,0,0,0,1,1440,2070,10158,44
175000,2,1,1300,44431,1,0,0,1,1,1300,1470,14850,63
437000,5,2,2190,8316,1,0,0,0,0,1390,2010,8316,60
550000,4,3,2760,13113,1,0,0,1,1,1760,1900,13113,47
172040,3,2.25,1710,7134,1,0,0,1,0,1130,1790,7455,42
363000,3,2,1750,7000,1,0,0,0,1,1750,1840,6969,28
282000,3,2.25,1552,3600,2,0,0,0,0,1552,1677,3600,9
400000,6,2,2350,6554,2,0,1,0,1,2000,1560,6554,116
650000,5,3.5,5110,10018,2,0,0,0,1,3850,1790,10018,18
365000,3,2.5,1720,99916,2,0,0,1,0,1720,1340,73180,31
269950,4,2.5,1960,7230,2,0,0,0,1,1960,1850,7208,19
260000,2,1,1270,19602,1,0,0,0,1,1270,1270,17699,44
193000,3,1.5,1180,7000,1,0,0,1,0,1180,1630,7500,44
340000,4,2.25,2230,6791,2,0,0,0,1,2230,2420,6297,16
900000,4,3.25,4700,38412,2,0,0,0,1,3420,3640,35571,43
371000,3,2.5,2150,8361,2,0,0,0,1,2150,2150,9368,30
592000,3,2.5,2400,81892,2,0,0,0,1,2400,1370,37270,36
300000,3,2.5,1830,12750,2,0,0,0,0,1830,1610,10000,30
449950,4,3,2800,6977,2,0,0,0,1,2800,2800,6600,18
299500,3,2.5,2090,7163,2,0,0,0,1,2090,2320,8634,32
995000,4,2.25,2340,13406,1,0,0,1,1,2340,2340,10743,58
335000,4,1.75,1670,9472,1,0,0,0,0,1100,1080,5195,61
280000,4,2.25,1990,7350,1,0,0,1,1,1180,2030,7210,43
446000,4,2.25,2270,7800,1,0,0,0,0,1290,1480,7280,44
1540000,4,2.75,4910,15139,1,0,0,1,1,2560,3980,15139,57
325000,3,1,950,4500,1,0,0,1,1,950,1140,4500,78
450000,3,1.75,1610,11200,1,0,0,0,0,1610,1610,11200,66
322500,4,2.5,1940,7107,2,0,0,0,0,1940,1850,5705,21
453000,3,1,1210,9473,1,0,0,1,0,1210,1700,11465,66
655000,4,2.5,2570,4412,2,0,0,0,1,2570,2460,5470,20
603000,3,2.25,1700,2800,2,0,0,1,0,1150,1500,3400,95
235000,4,1,1610,24000,1.5,0,0,0,1,1610,1270,9600,74
968933,4,3.5,4120,7304,2,0,0,0,1,3070,2470,9600,15
1020000,3,3.5,2880,11340,1,0,0,0,1,1690,2530,11340,8
435000,4,2.25,1990,8548,2,0,0,0,1,1990,2320,8926,48
242000,3,2,1260,8092,1,0,0,0,0,1260,1950,8092,35
487000,6,3.25,4750,248600,2,0,0,1,1,4750,2230,311610,74
810000,4,2.75,3010,10450,2,0,0,0,1,3010,3010,10530,25
625000,3,2.5,2410,64073,1,0,0,1,1,1820,2980,48760,45
165000,3,1.5,1280,7742,1,0,0,0,0,1280,1566,7696,48
335000,3,1,2320,6750,1,0,0,0,0,1160,1230,6075,61
286700,3,1,1220,6600,1,0,0,0,1,1220,1100,6600,63
699000,2,1.5,1400,4050,1,0,0,1,1,1400,1900,5940,67
280000,3,1.75,1590,7280,1,0,0,0,0,1140,1590,9634,47
580000,4,2.5,2220,7064,2,0,0,0,1,2220,2220,7451,33
754800,2,2.5,2770,7781,2,0,0,0,1,2770,1870,5984,15
525000,4,2.5,2303,16801,2,0,0,0,1,2303,2080,14013,26
562000,3,1.75,1600,10530,1,0,1,0,1,1600,2590,8274,59
575000,4,1.75,1280,6060,1,0,0,0,0,860,1490,4680,95
808900,5,2.5,2900,5901,2,0,0,0,1,2900,3200,5775,15
992000,3,2.25,2950,15207,1,0,0,1,1,2070,2950,22000,55
335000,3,2.5,1700,6698,2,0,0,0,0,1700,2190,7346,24
473000,3,2.75,1050,7200,1,0,0,0,0,1050,1860,9000,36
350000,4,2.75,2990,11210,1,0,1,1,1,1880,2790,9858,44
1600000,5,2.5,3100,5374,2.5,0,0,1,1,3100,2180,5800,115
305500,3,1,1240,6090,1,0,0,1,0,1240,1550,9096,71
306000,2,1,780,13500,1,0,0,1,0,780,2200,67518,32
233000,2,2.25,850,1656,2,0,0,0,1,850,850,1312,20
490000,3,1.75,1540,9000,1,0,0,0,1,1540,1710,7488,50
445000,4,2.5,2280,42077,2,0,0,0,1,2280,2280,36236,27
355000,3,2.25,2550,9674,1,0,0,0,0,1850,2240,9674,62
360000,2,2,1770,7607,1,0,0,1,1,1770,2090,7109,34
737500,3,1.75,2320,10900,2,0,0,0,0,2320,1610,5800,47
985000,3,3.5,2600,11920,2,0,0,1,1,2600,2430,10050,52
349950,2,3.25,1570,2031,2,0,0,0,1,1310,1570,2039,15
520000,4,2.5,3060,7161,2,0,0,0,1,2860,2950,6822,16
355950,4,2.5,1960,8540,1,0,0,0,0,1220,1910,9120,66
485000,5,2.5,3270,6129,2,0,0,0,1,3270,2980,5928,17
143000,3,1,1090,3315,1,0,0,1,1,1090,960,3120,52
3280000,2,1.75,6840,10000,2.5,1,1,0,1,4350,3120,12300,20
355000,3,1,940,8512,1,0,0,1,0,940,1060,8512,54
1130000,5,3.5,3880,13885,2,0,1,1,1,2540,3690,13885,42
200000,5,1.75,1770,15525,1,0,0,1,0,1770,1370,10395,62
913000,4,2.5,3640,10576,2,0,0,0,1,3640,3370,10351,22
1600000,3,2.5,3160,12824,1,0,1,1,1,1820,3390,11985,55
409900,2,2.5,1590,1845,2,0,0,0,1,1590,2320,3174,24
265000,4,1,1290,6034,1,0,0,0,1,1050,1060,6034,71
740000,5,3,3655,51836,1,0,0,1,1,2174,2530,8606,66
306000,4,2.5,2490,8124,2,0,0,0,0,2490,2760,6300,20
381000,3,2.5,1470,3999,2,0,0,0,0,1470,1960,4444,18
1220000,3,3.25,3960,6132,2,0,1,0,1,2600,2730,5221,88
1050000,3,3.5,3190,29982,1,0,1,1,1,2630,2600,19878,80
408000,2,1,810,7440,1,0,0,1,1,810,830,7500,73
739900,5,2.5,2980,5377,2,0,0,0,1,2980,3150,6593,15
674250,4,2.5,2780,35000,1,0,0,1,1,2780,2740,35072,36
438400,2,1,1340,8100,1,0,0,1,0,1340,1700,8100,68
1700000,5,5,4930,14649,2,0,1,0,1,4160,3030,8479,21
703000,3,2,1360,5980,1.5,0,0,0,1,1360,1520,4440,13
262000,3,1.75,1320,6530,1,0,0,1,0,1320,1620,6817,32
353000,3,2,1210,14499,1,0,0,0,0,1210,1570,15360,37
500000,4,2.5,1940,7607,2,0,0,0,1,1940,2250,7600,26
1280000,4,2.5,3160,4620,1.5,0,1,0,1,2020,2790,5308,16
332000,4,2.5,1980,6566,2,0,0,0,1,1980,2590,6999,17
824000,4,2.5,2320,14240,1,0,0,1,1,1620,2810,13200,47
290000,4,2,1660,4788,1,0,0,0,0,1660,1150,5000,53
700000,3,2.5,1660,1545,2,0,1,0,1,1400,1820,2570,19
550000,2,1,1080,3420,1,0,0,1,0,780,1380,3656,99
549000,2,1,1510,11165,1.5,0,0,1,0,1510,2210,8851,100
1870000,4,2.5,2950,43560,1,0,1,1,1,2550,3260,41016,70
858000,4,2.25,3070,13720,2,0,0,0,1,3070,3010,9657,43
345000,2,1,970,10423,1,0,0,0,0,970,1200,7857,74
340000,4,1.75,2140,11651,2.5,0,0,0,1,2140,2030,10978,20
1220000,4,2.25,2570,9600,2.5,0,0,1,1,2570,2570,13200,59
275000,3,2.25,1260,1488,3,0,0,0,0,1260,1190,1095,12
405000,3,1,1220,7771,1,0,0,0,0,1220,1420,7674,58
432500,3,2,1720,8145,2,0,0,1,0,1720,1400,8138,72
236500,4,1,2140,4217,1.5,0,0,0,1,1320,1720,5413,96
679000,4,1.5,1420,4923,1.5,0,0,1,1,1420,1470,4923,93
543000,4,2.5,2060,8451,2,0,0,0,1,2060,2060,9460,26
294000,3,1,1320,9520,1,0,0,0,0,990,1460,10610,68
340500,3,1.75,1810,10463,1,0,0,1,0,1810,1620,8551,52
1010000,4,2.5,2980,16263,2,0,0,0,1,2980,2730,10018,32
335000,2,2,1350,2560,1,0,0,0,1,1350,1790,2560,45
425000,3,2,1540,8011,1,0,0,0,0,1540,1630,7141,33
353000,3,2.5,2510,9240,2,0,0,1,1,2510,2690,9240,20
540000,3,2.5,1670,5146,2,0,0,0,1,1670,1940,5146,30
640000,5,3.5,3690,11928,2,0,0,0,1,2540,2640,11928,15
339950,3,1,1320,11457,1,0,0,0,1,1320,1900,9800,62
195000,3,1.75,1510,8400,1,0,0,0,0,980,1500,10125,42
322000,3,1.75,1510,8400,1,0,0,0,0,980,1500,10125,42
660000,4,1.75,1870,10450,1,0,0,0,1,1620,2060,10450,43
280000,6,3,2400,9373,2,0,0,0,0,2400,2060,7316,30
300000,6,3,2400,9373,2,0,0,0,0,2400,2060,7316,30
207500,3,1,1170,8816,1,0,0,1,1,1170,1200,9108,55
195000,3,1.5,1190,8726,1,0,0,0,0,1190,1390,8741,65
700000,3,2,2080,3880,1,0,0,1,0,1160,1330,3880,67
560000,4,1.75,2150,8555,1,0,1,1,0,1460,1480,7405,39
260000,3,1.75,1580,7344,1,0,0,1,0,1580,1580,6207,110
575000,3,1.75,1580,7344,1,0,0,1,0,1580,1580,6207,110
475000,3,2.5,2370,3239,2,0,0,0,1,1950,2520,3431,15
285000,3,1.75,1840,8601,1,0,0,0,0,920,1390,7452,7
753888,4,2.5,2660,5500,2,0,1,0,1,2660,3620,5500,18
650000,3,2.5,2190,3600,2,0,0,0,1,2190,2300,3600,18
620000,3,2.25,1660,3478,1.5,0,0,1,0,1100,1610,3478,92
526000,3,1.75,1780,37801,1,0,0,0,0,1300,2380,47480,44
155000,2,1,700,5200,1,0,0,1,1,700,1030,5200,69
342000,4,2,1570,11200,1,0,0,0,0,1120,1570,11200,62
390000,3,1.75,1220,216332,1,0,0,0,0,1220,1540,61419,40
685000,3,2.75,3150,219978,2,0,0,1,1,3000,3180,218235,31
608000,4,2.5,2690,4736,2,0,0,0,0,2690,2690,4791,20
179900,2,1,680,6400,1,0,0,0,1,680,1240,7800,78
1250000,6,3.25,3750,14150,2,0,1,1,1,2750,2140,7968,53
166000,3,1,1010,11675,1,0,0,0,0,1010,1370,10042,64
462000,3,1.5,1710,4500,1.5,0,0,0,1,1410,1860,6000,93
545000,4,2.5,2090,6023,2,0,0,0,1,2090,2090,6023,31
415000,3,1,1560,4500,1.5,0,0,0,0,1560,1660,4500,118
269000,3,2.5,1560,4200,2,0,0,0,0,1560,1560,4200,18
356500,4,2.5,2570,11473,2,0,0,0,1,2570,2430,5997,13
225000,3,1,1010,7633,1,0,0,1,1,1010,1190,8386,60
175000,2,1,1020,5130,1,0,0,1,1,1020,1200,6497,73
549000,5,2.5,1710,9720,2,0,0,1,1,1710,2270,9672,47
535000,3,2.75,2300,12197,2,0,0,0,1,2300,1710,11220,32
627000,4,2.25,1990,7712,1,0,0,0,1,1210,1720,7393,48
565000,3,2,2730,15677,2.5,0,1,0,1,2730,2040,12209,45
392450,4,2,2195,2681,1,0,0,0,0,1060,1710,1280,109
509000,2,2,1560,4675,1,0,0,0,1,1560,1870,6361,15
340000,3,2.5,1400,4800,1,0,0,0,0,1200,1440,3840,100
537000,3,2.5,1400,4800,1,0,0,0,0,1200,1440,3840,100
865000,4,3,3690,9892,2,0,0,0,1,3690,3430,11294,23
358000,2,1,1140,8340,1,0,0,0,0,1140,1030,8149,73
595000,4,2.25,1920,3225,1.5,0,0,1,0,1300,1960,3750,98
661000,4,2.5,2496,8058,2,0,0,0,1,2496,2496,7757,23
419950,3,2.25,2280,8500,1,0,0,1,0,1680,1890,7700,44
490000,4,3.5,3200,6420,2,0,0,0,1,3200,3200,6291,15
525000,2,1,880,4000,1,0,0,0,0,880,1310,4000,81
350000,3,2,1320,1298,3,0,0,0,0,1320,1380,1503,26
552500,3,2.5,2450,3582,2,0,0,0,1,2450,2490,5449,13
210000,3,1,1040,8970,1,0,0,1,1,1040,1040,8450,60
390000,3,2.5,2480,53250,2,0,0,0,1,2480,2510,36549,31
336800,5,1.75,1830,16650,1.5,0,0,0,0,1610,1790,12743,63
